index,seed,trend
2922,789, UP
2923,123, UP
2924,123, UP
2925,123, UP
2926,123, -
2926,789, -
2926,456, -
2926,329, -
2927,123, -
2927,789, -
2927,456, -
2927,329, -
2928,123, -
2928,789, UP
2929,123, -
2929,789, UP
2930,123, -
2930,789, UP
2931,123, -
2931,789, -
2931,456, -
2931,329, -
2932,123, -
2932,789, -
2932,456, -
2932,329, -
2933,123, -
2933,789, -
2933,456, -
2933,329, -
2934,123, -
2934,789, -
2934,456, -
2934,329, -
2935,123, -
2935,789, -
2935,456, -
2935,329, -
2936,123, -
2936,789, -
2936,456, -
2936,329, -
2937,123, -
2937,789, -
2937,456, -
2937,329, -
2938,123, -
2938,789, -
2938,456, -
2938,329, -
2939,123, -
2939,789, -
2939,456, -
2939,329, -
2940,123, -
2940,789, -
2940,456, -
2940,329, -
2941,123, -
2941,789, -
2941,456, -
2941,329, -
2942,123, -
2942,789, -
2942,456, -
2942,329, -
2943,123, -
2943,789, -
2943,456, -
2943,329, -
2944,123, DOWN
2945,123, DOWN
2946,123, -
2946,789, -
2946,456, DOWN
2947,123, -
2947,789, -
2947,456, -
2947,329, -
2948,123, -
2948,789, -
2948,456, -
2948,329, -
2949,123, DOWN
2950,123, DOWN
2951,123, DOWN
2952,123, -
2952,789, -
2952,456, -
2952,329, -
2953,123, -
2953,789, -
2953,456, -
2953,329, -
2954,123, DOWN
2955,123, DOWN
2956,123, -
2956,789, -
2956,456, -
2956,329, -
2957,123, -
2957,789, -
2957,456, -
2957,329, -
2958,123, DOWN
2959,123, -
2959,789, -
2959,456, DOWN
2960,123, -
2960,789, -
2960,456, -
2960,329, -
2961,123, -
2961,789, -
2961,456, -
2961,329, -
2962,123, -
2962,789, UP
2963,123, DOWN
2964,123, -
2964,789, -
2964,456, -
2964,329, -
2965,123, -
2965,789, -
2965,456, -
2965,329, -
2966,123, -
2966,789, -
2966,456, -
2966,329, -
2967,123, UP
2968,123, -
2968,789, DOWN
2969,123, UP
2970,123, -
2970,789, -
2970,456, -
2970,329, DOWN
2971,123, DOWN
2972,123, DOWN
2973,123, DOWN
2974,123, -
2974,789, UP
2975,123, DOWN
2976,123, DOWN
2977,123, -
2977,789, -
2977,456, -
2977,329, -
2978,123, -
2978,789, DOWN
2979,123, UP
2980,123, DOWN
2981,123, DOWN
2982,123, -
2982,789, -
2982,456, -
2982,329, -
2983,123, -
2983,789, -
2983,456, -
2983,329, -
2984,123, DOWN
2985,123, -
2985,789, -
2985,456, -
2985,329, UP
2986,123, -
2986,789, -
2986,456, -
2986,329, -
2987,123, -
2987,789, -
2987,456, -
2987,329, -
2988,123, -
2988,789, DOWN
2989,123, -
2989,789, -
2989,456, -
2989,329, -
2990,123, -
2990,789, -
2990,456, -
2990,329, UP
2991,123, -
2991,789, UP
2992,123, UP
2993,123, DOWN
2994,123, DOWN
2995,123, DOWN
2996,123, DOWN
2997,123, DOWN
2998,123, DOWN
2999,123, DOWN
on,2800,
3000,123, DOWN
3001,123, DOWN
3002,123, DOWN
3003,123, DOWN
3004,123, DOWN
3005,123, DOWN
3006,123, DOWN
3007,123, -
3007,789, UP
3008,123, -
3008,789, -
3008,456, -
3008,329, -
3009,123, -
3009,789, -
3009,456, -
3009,329, -
3010,123, -
3010,789, -
3010,456, -
3010,329, -
3011,123, -
3011,789, -
3011,456, -
3011,329, -
3012,123, -
3012,789, -
3012,456, -
3012,329, -
3013,123, -
3013,789, -
3013,456, -
3013,329, -
3014,123, -
3014,789, -
3014,456, -
3014,329, -
3015,123, -
3015,789, -
3015,456, -
3015,329, -
3016,123, -
3016,789, -
3016,456, -
3016,329, -
3017,123, -
3017,789, -
3017,456, DOWN
3018,123, -
3018,789, -
3018,456, -
3018,329, -
3019,123, -
3019,789, -
3019,456, -
3019,329, -
3020,123, -
3020,789, -
3020,456, -
3020,329, -
3021,123, -
3021,789, -
3021,456, -
3021,329, -
3022,123, -
3022,789, -
3022,456, -
3022,329, -
3023,123, -
3023,789, -
3023,456, -
3023,329, -
3024,123, -
3024,789, DOWN
3025,123, DOWN
3026,123, DOWN
3027,123, -
3027,789, -
3027,456, -
3027,329, DOWN
3028,123, -
3028,789, -
3028,456, -
3028,329, -
3029,123, -
3029,789, -
3029,456, -
3029,329, -
3030,123, -
3030,789, -
3030,456, -
3030,329, -
3031,123, UP
3032,123, -
3032,789, -
3032,456, -
3032,329, UP
3033,123, UP
3034,123, -
3034,789, UP
3035,123, -
3035,789, -
3035,456, -
3035,329, UP
3036,123, -
3036,789, UP
3037,123, -
3037,789, -
3037,456, -
3037,329, -
3038,123, -
3038,789, -
3038,456, -
3038,329, -
3039,123, -
3039,789, -
3039,456, UP
3040,123, -
3040,789, -
3040,456, -
3040,329, UP
3041,123, -
3041,789, -
3041,456, UP
3042,123, -
3042,789, UP
3043,123, -
3043,789, UP
3044,123, UP
3045,123, UP
3046,123, UP
3047,123, UP
3048,123, UP
3049,123, UP
3050,123, -
3050,789, UP
3051,123, UP
3052,123, UP
3053,123, UP
3054,123, UP
3055,123, UP
3056,123, -
3056,789, UP
3057,123, UP
3058,123, UP
